Stress,Region,Station,WY,fWY,nDays,totalDays,propDays
Med,Confluence,SAL,2011,2011,101,363,0.278
Med,Confluence,SAL,2012,2012,103,360,0.286
Med,Confluence,SAL,2013,2013,120,361,0.332
Med,Confluence,SAL,2014,2014,129,365,0.353
Med,Confluence,SAL,2015,2015,134,361,0.371
Med,Confluence,SAL,2016,2016,125,364,0.343
Med,Confluence,SAL,2017,2017,77,352,0.219
Med,Confluence,SAL,2018,2018,66,278,0.237
Med,Confluence,SAL,2019,2019,102,331,0.308
Med,Confluence,SDI,2011,2011,67,362,0.185
Med,Confluence,SDI,2012,2012,71,360,0.197
Med,Confluence,SDI,2013,2013,97,363,0.267
Med,Confluence,SDI,2014,2014,123,363,0.339
Med,Confluence,SDI,2015,2015,123,355,0.346
Med,Confluence,SDI,2016,2016,87,366,0.238
Med,Confluence,SDI,2018,2018,81,346,0.234
Med,Confluence,SDI,2019,2019,72,340,0.212
Med,Confluence,SRV,2011,2011,69,362,0.191
Med,Confluence,SRV,2012,2012,71,366,0.194
Med,Confluence,SRV,2013,2013,110,365,0.301
Med,Confluence,SRV,2014,2014,131,363,0.361
Med,Confluence,SRV,2015,2015,126,361,0.349
Med,Confluence,SRV,2016,2016,98,365,0.268
Med,Confluence,SRV,2017,2017,89,364,0.245
Med,Confluence,SRV,2018,2018,92,360,0.256
Med,Confluence,SRV,2019,2019,73,350,0.209
Med,Confluence,STI,2010,2010,86,365,0.236
Med,Confluence,STI,2011,2011,88,361,0.244
Med,Confluence,STI,2012,2012,99,361,0.274
Med,Confluence,STI,2013,2013,115,361,0.319
Med,Confluence,STI,2014,2014,117,363,0.322
Med,Confluence,STI,2015,2015,117,363,0.322
Med,Confluence,STI,2016,2016,124,364,0.341
Med,Confluence,STI,2017,2017,91,353,0.258
Med,Confluence,STI,2018,2018,109,365,0.299
Med,Confluence,STI,2019,2019,92,358,0.257
Med,Confluence,TMS,2010,2010,62,365,0.17
Med,Confluence,TMS,2011,2011,96,359,0.267
Med,Confluence,TMS,2012,2012,89,353,0.252
Med,Confluence,TMS,2013,2013,105,323,0.325
Med,Confluence,TMS,2014,2014,110,359,0.306
Med,Confluence,TMS,2015,2015,116,365,0.318
Med,Confluence,TMS,2016,2016,101,364,0.277
Med,Confluence,TMS,2017,2017,88,359,0.245
Med,Confluence,TMS,2018,2018,102,365,0.279
Med,Confluence,TMS,2019,2019,109,352,0.31
Med,Confluence,TSL,2010,2010,68,365,0.186
Med,Confluence,TSL,2011,2011,98,363,0.27
Med,Confluence,TSL,2012,2012,84,353,0.238
Med,Confluence,TSL,2013,2013,100,362,0.276
Med,Confluence,TSL,2014,2014,126,363,0.347
Med,Confluence,TSL,2015,2015,125,360,0.347
Med,Confluence,TSL,2016,2016,104,360,0.289
Med,Confluence,TSL,2017,2017,94,365,0.258
Med,Confluence,TSL,2018,2018,98,363,0.27
Med,Confluence,TSL,2019,2019,105,360,0.292
Med,North Delta,BKS,2010,2010,74,349,0.212
Med,North Delta,BKS,2011,2011,105,359,0.292
Med,North Delta,BKS,2012,2012,86,346,0.249
Med,North Delta,BKS,2013,2013,89,341,0.261
Med,North Delta,BKS,2014,2014,129,361,0.357
Med,North Delta,BKS,2015,2015,111,354,0.314
Med,North Delta,BKS,2016,2016,67,281,0.238
Med,North Delta,BKS,2017,2017,94,326,0.288
Med,North Delta,BKS,2018,2018,69,316,0.218
Med,North Delta,BKS,2019,2019,97,345,0.281
Med,North Delta,DLC,2011,2011,69,364,0.19
Med,North Delta,DLC,2012,2012,74,364,0.203
Med,North Delta,DLC,2013,2013,135,362,0.373
Med,North Delta,DLC,2014,2014,139,365,0.381
Med,North Delta,DLC,2015,2015,121,360,0.336
Med,North Delta,DLC,2016,2016,104,364,0.286
Med,North Delta,DLC,2017,2017,85,359,0.237
Med,North Delta,DLC,2018,2018,90,357,0.252
Med,North Delta,DLC,2019,2019,77,326,0.236
Med,North Delta,DWS,2012,2012,94,364,0.258
Med,North Delta,DWS,2013,2013,114,361,0.316
Med,North Delta,DWS,2014,2014,131,364,0.36
Med,North Delta,DWS,2015,2015,124,351,0.353
Med,North Delta,DWS,2016,2016,106,366,0.29
Med,North Delta,DWS,2017,2017,97,360,0.269
Med,North Delta,DWS,2018,2018,103,359,0.287
Med,North Delta,DWS,2019,2019,106,335,0.316
Med,North Delta,GES,2011,2011,51,364,0.14
Med,North Delta,GES,2012,2012,59,365,0.162
Med,North Delta,GES,2013,2013,111,362,0.307
Med,North Delta,GES,2014,2014,147,362,0.406
Med,North Delta,GES,2015,2015,117,355,0.33
Med,North Delta,GES,2016,2016,90,366,0.246
Med,North Delta,GES,2017,2017,80,358,0.223
Med,North Delta,GES,2018,2018,84,354,0.237
Med,North Delta,GES,2019,2019,67,351,0.191
Med,North Delta,GSS,2011,2011,45,364,0.124
Med,North Delta,GSS,2012,2012,51,359,0.142
Med,North Delta,GSS,2013,2013,110,362,0.304
Med,North Delta,GSS,2014,2014,144,364,0.396
Med,North Delta,GSS,2015,2015,118,360,0.328
Med,North Delta,GSS,2016,2016,85,365,0.233
Med,North Delta,GSS,2017,2017,81,359,0.226
Med,North Delta,GSS,2018,2018,88,358,0.246
Med,North Delta,GSS,2019,2019,61,359,0.17
Med,North Delta,HWB,2011,2011,50,365,0.137
Med,North Delta,HWB,2012,2012,51,366,0.139
Med,North Delta,HWB,2013,2013,119,365,0.326
Med,North Delta,HWB,2014,2014,138,363,0.38
Med,North Delta,HWB,2015,2015,122,360,0.339
Med,North Delta,HWB,2016,2016,92,365,0.252
Med,North Delta,HWB,2017,2017,81,361,0.224
Med,North Delta,HWB,2018,2018,90,358,0.251
Med,North Delta,HWB,2019,2019,66,347,0.19
Med,North Delta,LIS,2012,2012,121,362,0.334
Med,North Delta,LIS,2013,2013,116,356,0.326
Med,North Delta,LIS,2014,2014,110,361,0.305
Med,North Delta,LIS,2015,2015,90,358,0.251
Med,North Delta,LIS,2016,2016,108,364,0.297
Med,North Delta,LIS,2017,2017,63,359,0.175
Med,North Delta,LIS,2018,2018,80,339,0.236
Med,North Delta,LIS,2019,2019,75,318,0.236
Med,North Delta,SRH,2010,2010,52,364,0.143
Med,North Delta,SRH,2011,2011,40,358,0.112
Med,North Delta,SRH,2012,2012,53,365,0.145
Med,North Delta,SRH,2013,2013,112,364,0.308
Med,North Delta,SRH,2014,2014,146,365,0.4
Med,North Delta,SRH,2015,2015,122,363,0.336
Med,North Delta,SRH,2016,2016,75,365,0.205
Med,North Delta,SRH,2017,2017,80,363,0.22
Med,North Delta,SRH,2018,2018,80,361,0.222
Med,North Delta,SRH,2019,2019,72,363,0.198
Med,South,BDT,2010,2010,64,365,0.175
Med,South,BDT,2011,2011,13,363,0.036
Med,South,BDT,2012,2012,71,366,0.194
Med,South,BDT,2013,2013,43,363,0.118
Med,South,BDT,2014,2014,48,365,0.132
Med,South,BDT,2015,2015,69,362,0.191
Med,South,BDT,2016,2016,71,364,0.195
Med,South,BDT,2017,2017,41,363,0.113
Med,South,BDT,2018,2018,45,365,0.123
Med,South,BDT,2019,2019,89,363,0.245
Med,South,DGL,2010,2010,82,365,0.225
Med,South,DGL,2011,2011,23,335,0.069
Med,South,DGL,2012,2012,68,357,0.19
Med,South,DGL,2013,2013,63,343,0.184
Med,South,DGL,2014,2014,67,363,0.185
Med,South,DGL,2015,2015,86,355,0.242
Med,South,DGL,2016,2016,78,364,0.214
Med,South,DGL,2017,2017,40,354,0.113
Med,South,DGL,2018,2018,65,359,0.181
Med,South,DGL,2019,2019,92,349,0.264
Med,South,GCT,2010,2010,86,361,0.238
Med,South,GCT,2011,2011,29,361,0.08
Med,South,GCT,2012,2012,79,349,0.226
Med,South,GCT,2013,2013,74,362,0.204
Med,South,GCT,2014,2014,69,357,0.193
Med,South,GCT,2015,2015,103,354,0.291
Med,South,GCT,2016,2016,99,348,0.284
Med,South,GCT,2017,2017,40,343,0.117
Med,South,GCT,2018,2018,16,294,0.054
Med,South,GLC,2010,2010,99,360,0.275
Med,South,GLC,2011,2011,98,363,0.27
Med,South,GLC,2012,2012,99,364,0.272
Med,South,GLC,2013,2013,84,351,0.239
Med,South,GLC,2014,2014,82,346,0.237
Med,South,GLC,2015,2015,98,356,0.275
Med,South,GLC,2016,2016,110,362,0.304
Med,South,GLC,2017,2017,81,354,0.229
Med,South,GLC,2018,2018,71,351,0.202
Med,South,GLC,2019,2019,74,343,0.216
Med,South,MHO,2011,2011,94,323,0.291
Med,South,MHO,2012,2012,83,364,0.228
Med,South,MHO,2013,2013,95,354,0.268
Med,South,MHO,2014,2014,83,362,0.229
Med,South,MHO,2015,2015,60,360,0.167
Med,South,MHO,2016,2016,89,361,0.247
Med,South,MHO,2017,2017,83,362,0.229
Med,South,MHO,2018,2018,47,352,0.134
Med,South,MHO,2019,2019,75,357,0.21
Med,South,MSD,2010,2010,83,364,0.228
Med,South,MSD,2011,2011,28,363,0.077
Med,South,MSD,2012,2012,73,366,0.199
Med,South,MSD,2013,2013,52,363,0.143
Med,South,MSD,2014,2014,53,359,0.148
Med,South,MSD,2015,2015,68,362,0.188
Med,South,MSD,2016,2016,73,363,0.201
Med,South,MSD,2017,2017,25,361,0.069
Med,South,MSD,2018,2018,47,362,0.13
Med,South,MSD,2019,2019,81,361,0.224
Med,South,ODM,2011,2011,98,352,0.278
Med,South,ODM,2012,2012,121,354,0.342
Med,South,ODM,2013,2013,105,352,0.298
Med,South,ODM,2014,2014,84,365,0.23
Med,South,ODM,2015,2015,103,361,0.285
Med,South,ODM,2016,2016,104,351,0.296
Med,South,ODM,2017,2017,69,363,0.19
Med,South,ODM,2018,2018,79,337,0.234
Med,South,ODM,2019,2019,94,342,0.275
Med,South,OLD,2010,2010,72,364,0.198
Med,South,OLD,2011,2011,90,363,0.248
Med,South,OLD,2012,2012,91,363,0.251
Med,South,OLD,2013,2013,81,362,0.224
Med,South,OLD,2014,2014,101,365,0.277
Med,South,OLD,2015,2015,127,360,0.353
Med,South,OLD,2016,2016,110,365,0.301
Med,South,OLD,2017,2017,91,363,0.251
Med,South,OLD,2018,2018,72,360,0.2
Med,South,OLD,2019,2019,117,363,0.322
Med,South,SJG,2011,2011,49,363,0.135
Med,South,SJG,2012,2012,67,366,0.183
Med,South,SJG,2013,2013,58,363,0.16
Med,South,SJG,2014,2014,49,365,0.134
Med,South,SJG,2015,2015,70,358,0.196
Med,South,SJG,2016,2016,70,363,0.193
Med,South,SJG,2017,2017,84,363,0.231
Med,South,SJG,2018,2018,50,351,0.142
Med,South,SJG,2019,2019,94,350,0.269
Med,South,SJL,2010,2010,71,365,0.195
Med,South,SJL,2011,2011,23,363,0.063
Med,South,SJL,2012,2012,68,366,0.186
Med,South,SJL,2013,2013,49,361,0.136
Med,South,SJL,2014,2014,44,346,0.127
Med,South,SJL,2015,2015,75,354,0.212
Med,South,SJL,2016,2016,70,349,0.201
Med,South,SJL,2017,2017,29,360,0.081
Med,South,SJL,2018,2018,51,364,0.14
Med,South,SJL,2019,2019,67,356,0.188
Med,South,SJR,2010,2010,48,365,0.132
Med,South,SJR,2011,2011,6,363,0.017
Med,South,SJR,2012,2012,58,366,0.158
Med,South,SJR,2013,2013,44,363,0.121
Med,South,SJR,2014,2014,33,364,0.091
Med,South,SJR,2015,2015,57,363,0.157
Med,South,SJR,2016,2016,64,362,0.177
Med,South,SJR,2017,2017,9,359,0.025
Med,South,SJR,2018,2018,42,365,0.115
Med,South,SJR,2019,2019,39,361,0.108
Med,South,UNI,2010,2010,61,357,0.171
Med,South,UNI,2011,2011,25,356,0.07
Med,South,UNI,2012,2012,69,363,0.19
Med,South,UNI,2013,2013,46,357,0.129
Med,South,UNI,2014,2014,56,365,0.153
Med,South,UNI,2015,2015,106,356,0.298
Med,South,UNI,2016,2016,74,364,0.203
Med,South,UNI,2017,2017,34,363,0.094
Med,South,UNI,2018,2018,38,363,0.105
Med,South,UNI,2019,2019,88,363,0.242
Med,Suisun Bay,CLL,2010,2010,23,365,0.063
Med,Suisun Bay,CLL,2011,2011,60,365,0.164
Med,Suisun Bay,CLL,2012,2012,51,362,0.141
Med,Suisun Bay,CLL,2013,2013,67,357,0.188
Med,Suisun Bay,CLL,2014,2014,109,365,0.299
Med,Suisun Bay,CLL,2015,2015,118,362,0.326
Med,Suisun Bay,CLL,2016,2016,78,366,0.213
Med,Suisun Bay,CLL,2017,2017,91,365,0.249
Med,Suisun Bay,CLL,2018,2018,72,360,0.2
Med,Suisun Bay,CLL,2019,2019,88,358,0.246
Med,Suisun Bay,CSE,2010,2010,37,365,0.101
Med,Suisun Bay,CSE,2011,2011,83,361,0.23
Med,Suisun Bay,CSE,2012,2012,74,365,0.203
Med,Suisun Bay,CSE,2013,2013,67,364,0.184
Med,Suisun Bay,CSE,2014,2014,93,361,0.258
Med,Suisun Bay,CSE,2015,2015,114,363,0.314
Med,Suisun Bay,CSE,2016,2016,73,363,0.201
Med,Suisun Bay,CSE,2017,2017,90,361,0.249
Med,Suisun Bay,CSE,2018,2018,71,362,0.196
Med,Suisun Bay,CSE,2019,2019,99,362,0.273
Med,Suisun Bay,MAL,2010,2010,12,365,0.033
Med,Suisun Bay,MAL,2011,2011,53,365,0.145
Med,Suisun Bay,MAL,2012,2012,34,366,0.093
Med,Suisun Bay,MAL,2013,2013,48,363,0.132
Med,Suisun Bay,MAL,2014,2014,86,364,0.236
Med,Suisun Bay,MAL,2015,2015,106,362,0.293
Med,Suisun Bay,MAL,2016,2016,63,364,0.173
Med,Suisun Bay,MAL,2017,2017,90,362,0.249
Med,Suisun Bay,MAL,2018,2018,69,363,0.19
Med,Suisun Bay,MAL,2019,2019,97,359,0.27
Med,Suisun Bay,MRZ,2010,2010,31,362,0.086
Med,Suisun Bay,MRZ,2011,2011,49,355,0.138
Med,Suisun Bay,MRZ,2012,2012,41,366,0.112
Med,Suisun Bay,MRZ,2013,2013,59,365,0.162
Med,Suisun Bay,MRZ,2014,2014,76,346,0.22
Med,Suisun Bay,MRZ,2015,2015,97,362,0.268
Med,Suisun Bay,MRZ,2016,2016,56,364,0.154
Med,Suisun Bay,MRZ,2017,2017,93,362,0.257
Med,Suisun Bay,MRZ,2018,2018,57,362,0.157
Med,Suisun Bay,MRZ,2019,2019,110,363,0.303
Med,Suisun Bay,MSL,2010,2010,28,365,0.077
Med,Suisun Bay,MSL,2011,2011,58,364,0.159
Med,Suisun Bay,MSL,2012,2012,52,366,0.142
Med,Suisun Bay,MSL,2013,2013,59,365,0.162
Med,Suisun Bay,MSL,2014,2014,106,363,0.292
Med,Suisun Bay,MSL,2015,2015,108,351,0.308
Med,Suisun Bay,MSL,2016,2016,74,364,0.203
Med,Suisun Bay,MSL,2017,2017,93,363,0.256
Med,Suisun Bay,MSL,2018,2018,75,362,0.207
Med,Suisun Bay,MSL,2019,2019,102,357,0.286
Med,Suisun Bay,PCT,2010,2010,21,365,0.058
Med,Suisun Bay,PCT,2011,2011,56,355,0.158
Med,Suisun Bay,PCT,2012,2012,38,363,0.105
Med,Suisun Bay,PCT,2013,2013,55,360,0.153
Med,Suisun Bay,PCT,2014,2014,97,365,0.266
Med,Suisun Bay,PCT,2015,2015,106,363,0.292
Med,Suisun Bay,PCT,2016,2016,52,362,0.144
Med,Suisun Bay,PCT,2017,2017,56,325,0.172
Med,Suisun Bay,PCT,2018,2018,59,320,0.184
Med,Suisun Bay,PCT,2019,2019,100,344,0.291
Med,Suisun Bay,PTS,2010,2010,35,364,0.096
Med,Suisun Bay,PTS,2011,2011,80,325,0.246
Med,Suisun Bay,PTS,2012,2012,46,356,0.129
Med,Suisun Bay,PTS,2013,2013,59,363,0.163
Med,Suisun Bay,PTS,2014,2014,108,365,0.296
Med,Suisun Bay,PTS,2015,2015,89,330,0.27
Med,Suisun Bay,PTS,2016,2016,72,364,0.198
Med,Suisun Bay,PTS,2017,2017,93,365,0.255
Med,Suisun Bay,PTS,2018,2018,71,363,0.196
Med,Suisun Bay,PTS,2019,2019,106,365,0.29
Med,Suisun Marsh,BDL,2010,2010,62,365,0.17
Med,Suisun Marsh,BDL,2011,2011,104,361,0.288
Med,Suisun Marsh,BDL,2012,2012,79,364,0.217
Med,Suisun Marsh,BDL,2013,2013,88,365,0.241
Med,Suisun Marsh,BDL,2014,2014,114,363,0.314
Med,Suisun Marsh,BDL,2015,2015,114,364,0.313
Med,Suisun Marsh,BDL,2016,2016,96,365,0.263
Med,Suisun Marsh,BDL,2017,2017,95,362,0.262
Med,Suisun Marsh,BDL,2018,2018,79,361,0.219
Med,Suisun Marsh,BDL,2019,2019,115,330,0.348
Med,Suisun Marsh,BLL,2010,2010,91,360,0.253
Med,Suisun Marsh,BLL,2011,2011,93,363,0.256
Med,Suisun Marsh,BLL,2012,2012,112,363,0.309
Med,Suisun Marsh,BLL,2013,2013,108,363,0.298
Med,Suisun Marsh,BLL,2014,2014,134,363,0.369
Med,Suisun Marsh,BLL,2015,2015,122,360,0.339
Med,Suisun Marsh,BLL,2016,2016,104,365,0.285
Med,Suisun Marsh,BLL,2017,2017,91,354,0.257
Med,Suisun Marsh,BLL,2018,2018,89,355,0.251
Med,Suisun Marsh,CYG,2011,2011,76,364,0.209
Med,Suisun Marsh,CYG,2012,2012,58,366,0.158
Med,Suisun Marsh,CYG,2013,2013,63,363,0.174
Med,Suisun Marsh,CYG,2014,2014,121,363,0.333
Med,Suisun Marsh,CYG,2015,2015,112,362,0.309
Med,Suisun Marsh,CYG,2016,2016,81,364,0.223
Med,Suisun Marsh,CYG,2017,2017,103,354,0.291
Med,Suisun Marsh,CYG,2018,2018,80,362,0.221
Med,Suisun Marsh,CYG,2019,2019,116,363,0.32
Med,Suisun Marsh,GYS,2010,2010,99,359,0.276
Med,Suisun Marsh,GYS,2011,2011,104,363,0.287
Med,Suisun Marsh,GYS,2012,2012,90,342,0.263
Med,Suisun Marsh,GYS,2013,2013,87,365,0.238
Med,Suisun Marsh,GYS,2014,2014,131,359,0.365
Med,Suisun Marsh,GYS,2015,2015,118,362,0.326
Med,Suisun Marsh,GYS,2016,2016,83,341,0.243
Med,Suisun Marsh,GYS,2017,2017,101,362,0.279
Med,Suisun Marsh,GYS,2018,2018,82,339,0.242
Med,Suisun Marsh,GYS,2019,2019,121,358,0.338
Med,Suisun Marsh,HUN,2011,2011,70,364,0.192
Med,Suisun Marsh,HUN,2012,2012,65,366,0.178
Med,Suisun Marsh,HUN,2013,2013,75,365,0.205
Med,Suisun Marsh,HUN,2014,2014,125,363,0.344
Med,Suisun Marsh,HUN,2015,2015,114,362,0.315
Med,Suisun Marsh,HUN,2016,2016,82,364,0.225
Med,Suisun Marsh,HUN,2017,2017,94,362,0.26
Med,Suisun Marsh,HUN,2018,2018,74,360,0.206
Med,Suisun Marsh,HUN,2019,2019,114,364,0.313
Med,Suisun Marsh,IBS,2010,2010,67,360,0.186
Med,Suisun Marsh,IBS,2011,2011,103,362,0.285
Med,Suisun Marsh,IBS,2012,2012,90,358,0.251
Med,Suisun Marsh,IBS,2013,2013,99,360,0.275
Med,Suisun Marsh,IBS,2014,2014,136,363,0.375
Med,Suisun Marsh,IBS,2015,2015,119,362,0.329
Med,Suisun Marsh,IBS,2016,2016,108,362,0.298
Med,Suisun Marsh,IBS,2017,2017,109,360,0.303
Med,Suisun Marsh,IBS,2018,2018,77,343,0.224
Med,Suisun Marsh,IBS,2019,2019,118,354,0.333
Med,Suisun Marsh,NSL,2010,2010,51,363,0.14
Med,Suisun Marsh,NSL,2011,2011,20,361,0.055
Med,Suisun Marsh,NSL,2012,2012,0,366,0
Med,Suisun Marsh,NSL,2013,2013,75,365,0.205
Med,Suisun Marsh,NSL,2014,2014,119,363,0.328
Med,Suisun Marsh,NSL,2015,2015,105,346,0.303
Med,Suisun Marsh,NSL,2016,2016,85,314,0.271
Med,Suisun Marsh,NSL,2017,2017,92,362,0.254
Med,Suisun Marsh,NSL,2018,2018,80,362,0.221
Med,Suisun Marsh,NSL,2019,2019,109,363,0.3
Med,Suisun Marsh,SNC,2010,2010,95,365,0.26
Med,Suisun Marsh,SNC,2011,2011,100,363,0.275
Med,Suisun Marsh,SNC,2012,2012,114,366,0.311
Med,Suisun Marsh,SNC,2013,2013,117,360,0.325
Med,Suisun Marsh,SNC,2014,2014,144,356,0.404
Med,Suisun Marsh,SNC,2015,2015,133,363,0.366
Med,Suisun Marsh,SNC,2016,2016,108,356,0.303
Med,Suisun Marsh,SNC,2017,2017,107,359,0.298
Med,Suisun Marsh,SNC,2018,2018,99,361,0.274
Med,Suisun Marsh,SNC,2019,2019,114,360,0.317
Med,Suisun Marsh,TEA,2011,2011,108,361,0.299
Med,Suisun Marsh,TEA,2012,2012,102,366,0.279
Med,Suisun Marsh,TEA,2013,2013,115,363,0.317
Med,Suisun Marsh,TEA,2014,2014,144,363,0.397
Med,Suisun Marsh,TEA,2015,2015,139,362,0.384
Med,Suisun Marsh,TEA,2016,2016,122,363,0.336
Med,Suisun Marsh,TEA,2017,2017,106,362,0.293
Med,Suisun Marsh,TEA,2018,2018,101,360,0.281
Med,Suisun Marsh,TEA,2019,2019,119,362,0.329
Med,Suisun Marsh,VOL,2010,2010,119,364,0.327
Med,Suisun Marsh,VOL,2011,2011,101,363,0.278
Med,Suisun Marsh,VOL,2012,2012,93,366,0.254
Med,Suisun Marsh,VOL,2013,2013,103,365,0.282
Med,Suisun Marsh,VOL,2014,2014,131,363,0.361
Med,Suisun Marsh,VOL,2015,2015,119,362,0.329
Med,Suisun Marsh,VOL,2016,2016,95,364,0.261
Med,Suisun Marsh,VOL,2017,2017,105,362,0.29
Med,Suisun Marsh,VOL,2018,2018,83,362,0.229
Med,Suisun Marsh,VOL,2019,2019,117,363,0.322
